GeneName	R_033_C_Pp_yr2_R1_nof_hybridref_counts.txt_UniqueTotReads	R_036_C_Pp_yr2_R1_nof_hybridref_counts.txt_UniqueTotReads	R_045_C_Pp_yr2_R1_nof_hybridref_counts.txt_UniqueTotReads	R_048_C_Pp_yr2_R1_nof_hybridref_counts.txt_UniqueTotReads	R_049_La_Pp_yr2_R1_nof_hybridref_counts.txt_UniqueTotReads	R_051_C_Pp_yr2_R1_nof_hybridref_counts.txt_UniqueTotReads	R_052_La_Pp_yr2_R1_nof_hybridref_counts.txt_UniqueTotReads	R_054_C_Pp_yr2_R1_nof_hybridref_counts.txt_UniqueTotReads	R_057_C_Pp_yr2_R1_nof_hybridref_counts.txt_UniqueTotReads	R_058_La_Pp_yr2_R1_nof_hybridref_counts.txt_UniqueTotReads
isogroup182900_Sym	0	0	6	8	2	2	2	0	0	0
isogroup182903_Sym	0	0	21	9	4	4	9	0	0	0
isogroup182904_Sym	8	0	2	5	3	3	8	0	0	0
isogroup182906_Sym	0	0	0	0	0	0	0	0	0	0
isogroup182909_Sym	0	0	0	0	0	0	0	0	0	0
isogroup18290_Ppor	18	0	5	2	0	0	0	5	3	0
isogroup182913_Sym	0	0	0	0	0	0	0	0	0	0
isogroup182916_Sym	40	0	17	7	9	0	6	0	0	0
isogroup18291_Ppor	0	0	6	4	1	0	0	1	3	5
isogroup182929_Sym	0	0	0	0	0	0	0	0	0	0
isogroup18292_Ppor	0	0	0	0	0	0	0	1	0	1
isogroup182932_Sym	91	0	3	4	0	1	6	0	0	0
isogroup182937_Sym	0	0	0	3	0	0	0	0	0	0
isogroup182938_Sym	88	0	0	9	2	3	0	0	0	0
isogroup182946_Sym	0	0	0	0	1	4	3	0	0	0
isogroup182949_Sym	0	0	0	1	0	0	1	0	0	0
isogroup18295_Ppor	0	0	0	0	0	0	0	0	0	0
isogroup182964_Sym	1	0	0	1	0	0	0	0	0	0
isogroup182969_Sym	33	0	8	2	0	0	2	0	0	0
isogroup18297_Ppor	0	0	0	1	5	0	2	7	10	1
isogroup182984_Sym	0	0	0	0	0	0	0	0	0	0
isogroup182987_Sym	0	0	0	0	0	1	0	0	0	0
isogroup18298_Sym	0	0	0	0	0	0	0	0	0	0
isogroup182991_Sym	0	0	0	0	0	0	0	0	0	0
isogroup182994_Sym	0	0	0	0	0	0	0	0	0	0
isogroup182995_Sym	18	1	12	5	4	8	7	0	0	0
isogroup183012_Sym	0	0	0	0	0	0	0	0	0	0
isogroup183014_Sym	26	0	4	0	0	0	2	0	0	0
isogroup183018_Sym	193	1	15	5	5	1	3	0	0	0
isogroup18301_Ppor	0	0	3	0	0	0	0	3	1	0
isogroup183020_Sym	0	0	0	0	1	7	1	0	0	0
isogroup183022_Sym	20	0	19	2	2	2	4	0	0	0
isogroup183027_Sym	0	0	0	0	0	0	0	0	0	0
isogroup18302_Ppor	18	1	52	21	6	0	1	11	39	6
isogroup183034_Sym	0	0	1	4	0	0	1	0	0	0
isogroup183040_Sym	0	0	9	2	1	0	2	0	0	0
isogroup183042_Sym	6	0	3	5	8	1	7	0	0	0
isogroup183047_Sym	0	0	0	0	0	0	0	0	0	0
isogroup183049_Sym	0	1	0	0	0	0	0	0	0	1
isogroup18304_Ppor	0	0	3	0	0	0	0	2	1	2
isogroup183050_Sym	0	0	0	0	0	0	0	0	0	0
isogroup183054_Sym	0	0	0	0	4	1	3	0	0	0
isogroup183058_Sym	3	0	1	3	1	2	3	0	0	0
isogroup183059_Sym	6	1	6	2	1	3	3	0	0	0
isogroup183060_Sym	0	0	0	0	0	2	0	0	0	0
isogroup183061_Sym	6	1	14	13	6	5	7	0	0	0
isogroup183063_Sym	5	0	2	5	0	1	0	0	0	0
isogroup183070_Sym	0	0	0	0	0	2	0	0	0	0
isogroup183076_Sym	109	0	25	18	2	5	8	0	0	0
isogroup183077_Sym	69	0	6	5	1	0	0	0	0	0
isogroup183084_Sym	0	0	3	0	0	7	1	0	0	0
isogroup183087_Sym	0	0	1	0	2	0	0	0	0	0
isogroup18308_Ppor	0	0	4	4	0	0	0	2	0	2
isogroup183094_Sym	0	0	0	0	0	0	0	0	0	0
isogroup183097_Sym	0	0	0	0	0	0	0	0	0	0
isogroup18309_Ppor	0	0	3	3	1	0	0	1	7	2
isogroup183100_Sym	8	0	3	7	1	1	2	0	0	0
isogroup183103_Sym	0	0	7	0	0	0	0	0	0	0
isogroup183105_Sym	0	0	5	1	0	1	5	0	0	0
isogroup183107_Sym	0	0	0	0	0	0	0	0	0	0
isogroup183108_Sym	33	1	0	5	1	2	0	0	0	0
isogroup18310_Ppor	0	0	1	1	1	0	0	2	2	0
isogroup183113_Sym	0	52	3	4	3	0	1	0	0	0
isogroup183114_Sym	10	0	1	9	1	3	7	0	0	0
isogroup183116_Sym	66	0	3	2	1	1	4	0	0	0
isogroup183117_Sym	0	0	0	1	0	0	0	0	0	0
isogroup18311_Ppor	0	0	1	2	1	0	0	0	3	0
isogroup183120_Sym	0	0	0	0	0	0	0	0	0	0
isogroup183122_Sym	28	0	0	0	0	2	0	0	0	0
isogroup183123_Sym	0	0	0	0	0	0	0	0	0	0
isogroup18312_Ppor	0	0	0	2	1	0	0	0	1	0
isogroup183133_Sym	0	0	10	4	3	6	3	0	0	0
isogroup183134_Sym	30	1	6	3	1	3	0	0	0	0
isogroup183135_Sym	5	0	9	4	1	3	4	0	0	0
isogroup183139_Sym	0	0	0	4	0	0	0	0	0	0
isogroup18313_Ppor	0	0	0	3	1	0	0	0	1	1
isogroup18313_Sym	0	0	0	0	0	0	0	0	0	0
isogroup183140_Sym	34	0	1	14	5	1	7	0	0	0
isogroup183143_Sym	1	0	8	7	2	5	5	0	0	0
isogroup183147_Sym	0	0	0	0	0	0	0	0	0	0
isogroup183149_Sym	0	0	0	0	0	0	0	0	0	0
isogroup183151_Sym	0	0	0	0	0	0	0	0	0	0
isogroup183154_Sym	0	0	0	0	0	0	0	0	0	0
isogroup183155_Sym	0	0	2	6	7	0	0	0	0	0
isogroup18315_Ppor	0	0	0	1	0	0	0	0	4	0
isogroup183160_Sym	20	0	0	0	0	0	0	0	0	0
isogroup183162_Sym	0	0	0	0	0	0	0	0	0	0
isogroup183164_Sym	87	0	0	1	2	5	8	0	0	0
isogroup183166_Sym	0	0	0	0	0	0	0	0	0	0
isogroup18316_Ppor	5	0	1	2	0	0	0	0	0	0
isogroup183170_Sym	0	0	2	0	0	0	0	0	0	0
isogroup183171_Sym	138	1	2	6	0	1	7	0	0	0
isogroup183182_Sym	0	0	4	0	0	0	1	0	0	0
isogroup183187_Sym	2	0	0	11	2	1	2	0	0	0
isogroup183189_Sym	7	0	6	3	2	2	2	0	0	0
isogroup18318_Ppor	0	0	9	1	0	0	0	0	4	3
isogroup183192_Sym	0	0	5	2	0	0	1	0	0	0
isogroup183193_Sym	0	0	1	5	1	20	3	1	0	0
isogroup183200_Sym	18	0	19	4	4	1	3	0	0	0
isogroup183204_Sym	12	0	0	5	0	2	0	0	0	0
isogroup183207_Sym	0	0	9	0	0	10	0	0	0	0
isogroup183219_Sym	58	0	18	11	5	5	12	0	0	0
isogroup18321_Ppor	0	0	0	0	0	0	0	0	1	0
isogroup183220_Sym	0	0	0	0	0	1	0	0	0	0
isogroup183233_Sym	0	0	0	0	4	1	4	0	0	0
isogroup183238_Sym	0	0	0	0	0	0	0	0	0	0
isogroup18323_Ppor	0	0	4	1	0	0	2	0	5	2
isogroup183244_Sym	32	0	22	15	11	3	19	0	0	0
isogroup183245_Sym	0	0	8	0	2	1	2	0	0	0
isogroup183249_Sym	0	1	2	0	0	0	0	1	0	0
isogroup18324_Ppor	1	0	6	2	2	0	0	2	2	3
isogroup183251_Sym	0	0	0	0	0	0	0	0	0	0
isogroup18325_Ppor	0	0	0	1	0	0	0	0	1	1
isogroup183261_Sym	0	0	0	0	0	0	0	0	0	0
isogroup183266_Sym	0	0	0	0	0	0	0	0	0	0
isogroup18326_Ppor	0	0	0	0	1	0	0	2	1	1
isogroup18327_Ppor	16	32	11	5	0	0	2	3	11	6
isogroup183289_Sym	26	1	0	0	0	1	0	0	0	0
isogroup18328_Ppor	0	0	2	0	0	0	0	0	0	2
isogroup183293_Sym	32	0	0	0	4	2	4	0	0	0
isogroup183294_Sym	1	0	1	8	1	0	1	0	0	0
isogroup183299_Sym	20	0	2	4	1	3	0	0	0	0
isogroup18329_Ppor	0	0	1	0	0	0	0	1	3	0
isogroup183309_Sym	0	0	4	7	1	6	3	0	0	0
isogroup18330_Ppor	0	0	0	1	0	0	0	0	0	1
isogroup183318_Sym	0	0	0	0	1	0	0	0	0	0
isogroup18331_Ppor	0	0	3	0	0	0	0	3	5	2
isogroup183328_Sym	0	0	0	0	0	0	0	0	0	0
isogroup183334_Sym	0	0	0	0	0	0	0	0	0	0
isogroup18333_Ppor	9	0	2	4	2	0	2	6	10	0
isogroup183341_Sym	0	0	2	0	0	3	2	0	0	0
isogroup183344_Sym	0	0	0	0	0	0	0	0	0	0
isogroup18334_Ppor	0	0	3	4	0	0	0	0	10	1
isogroup18334_Sym	0	0	0	0	0	0	0	0	0	0
isogroup183357_Sym	0	0	14	6	2	5	0	0	0	0
isogroup183359_Sym	0	0	0	0	0	0	0	0	0	0
isogroup18335_Ppor	0	0	1	2	0	0	0	1	0	0
isogroup183363_Sym	0	0	0	0	0	0	0	0	0	0
isogroup183370_Sym	21	0	7	7	6	3	1	0	0	0
isogroup183378_Sym	0	0	0	0	0	0	0	0	0	0
isogroup18337_Sym	0	0	0	0	0	0	0	0	0	0
isogroup183381_Sym	9	1	0	2	0	1	0	0	0	0
isogroup183382_Sym	0	0	0	0	0	0	0	0	0	0
isogroup183383_Sym	0	0	0	0	0	0	0	0	0	0
isogroup183386_Sym	7	0	5	0	0	0	2	0	0	0
isogroup183392_Sym	0	0	0	0	0	0	0	0	0	0
isogroup183393_Sym	0	0	1	6	2	2	1	0	0	0
isogroup183399_Sym	0	0	2	1	0	0	3	0	0	0
isogroup183401_Sym	0	0	6	4	0	2	1	0	0	0
isogroup183407_Sym	0	0	0	5	2	1	0	0	0	0
isogroup18340_Ppor	0	0	0	0	0	0	0	1	4	2
isogroup183412_Sym	0	0	0	0	1	4	3	0	0	0
isogroup183416_Sym	0	0	0	0	0	0	0	0	0	0
isogroup183417_Sym	0	0	0	0	0	2	0	0	0	0
isogroup183424_Sym	0	0	0	0	0	0	0	0	0	0
isogroup183428_Sym	0	0	6	4	1	0	0	0	0	0
isogroup18342_Ppor	0	0	1	0	0	0	0	1	3	0
isogroup183437_Sym	0	0	0	0	0	0	0	0	0	0
isogroup183438_Sym	44	0	11	10	5	4	3	0	2	0
isogroup183439_Sym	0	0	0	2	1	2	0	0	0	0
isogroup18343_Ppor	0	0	2	1	0	0	1	4	5	6
isogroup18344_Ppor	0	0	1	2	0	0	0	1	5	0
isogroup183466_Sym	0	0	2	12	0	3	3	0	0	0
isogroup18346_Ppor	0	0	5	1	0	0	0	0	3	1
isogroup183473_Sym	0	0	0	0	0	0	0	0	0	0
isogroup183476_Sym	0	0	0	1	3	3	4	0	0	0
isogroup18349_Ppor	0	0	0	1	0	0	0	0	3	0
isogroup183505_Sym	45	0	0	1	1	0	2	0	0	0
isogroup183507_Sym	31	0	6	3	2	3	0	0	0	0
isogroup183510_Sym	154	0	3	4	5	7	7	0	0	0
isogroup183511_Sym	11	0	9	13	1	16	17	0	0	0
isogroup183514_Sym	34	0	9	4	3	0	3	0	0	0
isogroup18351_Ppor	56	1	34	14	5	0	1	14	43	27
isogroup183523_Sym	0	0	0	0	0	0	0	0	0	0
isogroup183525_Sym	0	0	0	0	0	0	1	0	0	0
isogroup183527_Sym	48	0	0	10	0	3	1	0	0	0
isogroup183535_Sym	131	34	22	16	10	24	20	0	0	0
isogroup183536_Sym	0	0	0	0	0	0	0	0	0	0
isogroup18353_Ppor	0	0	7	0	0	0	0	3	4	1
isogroup183541_Sym	0	0	0	0	0	0	0	0	0	0
isogroup18354_Ppor	0	0	11	5	0	0	0	0	7	3
isogroup183554_Sym	12	0	8	0	0	0	3	0	0	0
isogroup183556_Sym	110	0	3	7	0	0	9	0	0	0
isogroup18355_Ppor	0	0	5	3	0	0	1	1	6	0
isogroup183569_Sym	96	1	2	4	4	1	1	0	0	0
isogroup18356_Ppor	0	0	0	0	0	0	0	1	1	0
isogroup183570_Sym	0	0	0	0	0	0	0	0	0	0
isogroup183582_Sym	0	0	0	0	0	0	0	0	0	0
isogroup183586_Sym	41	0	0	8	1	2	2	0	0	0
isogroup183589_Sym	0	0	3	0	0	0	0	0	0	0
isogroup18358_Ppor	0	0	8	1	2	0	2	1	7	3
isogroup183590_Sym	0	0	0	0	0	0	0	0	0	0
isogroup183593_Sym	0	0	0	0	0	0	0	0	0	0
isogroup183596_Sym	2	0	0	0	1	2	3	0	0	0
isogroup18359_Ppor	0	0	5	0	0	0	0	2	3	0
isogroup183602_Sym	78	0	5	2	0	1	1	0	0	0
isogroup183603_Sym	0	0	0	0	0	0	0	0	0	0
isogroup18360_Ppor	0	0	7	3	0	0	2	1	6	3
isogroup183618_Sym	0	0	0	1	0	10	1	0	0	0
isogroup183628_Sym	0	0	2	1	0	1	1	0	0	0
isogroup18362_Ppor	0	0	5	1	0	0	0	1	1	0
isogroup183631_Sym	0	0	0	0	0	0	0	0	0	0
isogroup183634_Sym	0	0	0	0	1	0	0	0	0	0
isogroup183638_Sym	0	0	0	0	0	0	0	0	0	0
isogroup18363_Ppor	0	0	10	2	1	0	0	1	8	1
isogroup183643_Sym	131	0	8	9	6	1	3	0	0	0
isogroup183646_Sym	27	0	11	1	1	3	3	0	0	0
isogroup18364_Ppor	124	15	10	4	1	0	3	2	6	4
isogroup183650_Sym	0	0	0	0	0	0	0	0	0	0
isogroup183657_Sym	0	0	0	0	0	0	0	0	0	0
isogroup18365_Ppor	0	0	6	1	1	0	0	3	7	0
isogroup183662_Sym	0	0	0	0	0	0	0	0	0	0
isogroup183665_Sym	0	0	0	0	0	0	0	0	0	0
isogroup183666_Sym	42	1	1	5	1	0	2	0	0	0
isogroup183669_Sym	0	0	1	0	1	2	4	0	0	0
isogroup18366_Ppor	0	0	0	1	0	0	0	0	3	0
isogroup183679_Sym	42	0	8	15	11	0	6	0	0	0
isogroup18368_Ppor	0	0	1	0	1	0	0	0	5	2
isogroup183690_Sym	0	1	0	4	0	0	0	0	1	0
isogroup183692_Sym	104	0	3	12	11	10	11	0	0	0
isogroup183693_Sym	28	0	2	3	5	1	10	0	0	0
isogroup183702_Sym	73	0	23	32	10	0	5	0	0	0
isogroup183703_Sym	0	0	0	0	0	0	0	0	0	0
isogroup18370_Ppor	13	0	5	6	0	0	0	1	3	1
isogroup183718_Sym	0	0	0	0	0	0	0	0	0	0
isogroup18371_Ppor	0	0	1	1	0	0	0	3	2	1
isogroup18372_Ppor	0	0	15	10	3	0	3	5	23	5
isogroup183732_Sym	0	0	0	0	0	0	0	0	0	0
isogroup183743_Sym	0	0	0	7	0	3	9	0	0	0
isogroup183749_Sym	0	0	1	4	3	1	6	0	0	0
isogroup183750_Sym	1	0	0	0	1	0	0	0	0	0
isogroup183757_Sym	0	0	0	0	1	2	2	0	0	0
isogroup18375_Ppor	0	0	12	2	3	0	1	4	6	1
isogroup183760_Sym	94	0	0	0	4	0	7	0	0	0
isogroup183761_Sym	0	39	0	2	2	0	2	0	0	0
isogroup18376_Ppor	0	0	2	0	0	0	0	0	0	0
isogroup183774_Sym	2	0	6	1	7	6	3	0	0	0
isogroup183778_Sym	0	0	0	0	0	0	0	0	0	0
isogroup18377_Ppor	0	0	0	0	0	0	0	0	0	0
isogroup183782_Sym	0	0	2	0	0	0	0	0	0	0
isogroup183786_Sym	26	0	0	0	2	2	4	0	0	0
isogroup18378_Ppor	0	0	0	0	1	0	1	0	0	0
isogroup18379_Ppor	0	0	9	0	0	0	0	0	4	0
isogroup183802_Sym	152	1	0	5	7	5	10	0	0	0
isogroup183803_Sym	89	0	4	2	4	0	1	0	0	0
isogroup183804_Sym	0	0	0	0	1	0	2	0	0	0
isogroup18380_Ppor	0	0	4	1	0	0	0	2	5	5
isogroup183814_Sym	32	0	0	2	1	0	3	0	0	0
isogroup183816_Sym	2	0	7	0	2	5	3	0	0	0
isogroup18381_Ppor	0	0	9	1	1	0	0	0	0	0
isogroup183824_Sym	0	0	3	1	0	0	0	0	0	0
isogroup183825_Sym	0	0	0	3	0	0	1	0	0	0
isogroup18382_Ppor	0	0	1	1	1	0	0	0	1	1
isogroup183830_Sym	0	0	0	0	0	0	0	0	0	0
isogroup183833_Sym	0	0	9	3	2	2	4	0	0	0
isogroup183839_Sym	0	0	0	0	0	0	0	0	0	0
isogroup18383_Ppor	0	0	0	3	0	0	3	1	3	2
isogroup183843_Sym	94	0	21	23	4	3	6	0	0	0
isogroup183847_Sym	0	0	6	0	0	0	0	0	0	0
isogroup18384_Ppor	6	0	7	6	0	0	3	2	2	6
isogroup183851_Sym	91	1	2	9	3	2	7	0	0	0
isogroup183854_Sym	0	0	0	0	0	0	0	0	0	0
isogroup18385_Ppor	10	0	9	3	0	0	1	5	11	5
isogroup183862_Sym	0	0	0	0	0	0	0	0	0	0
isogroup183869_Sym	0	0	0	0	2	0	0	0	0	0
isogroup18386_Ppor	0	0	23	9	3	0	0	5	18	8
isogroup183881_Sym	0	0	4	9	3	2	5	0	1	2
isogroup183883_Sym	15	0	14	22	3	5	13	0	0	0
isogroup183886_Sym	326	0	26	12	7	1	13	0	0	0
isogroup18391_Ppor	0	0	0	2	0	0	0	0	2	0
isogroup183922_Sym	0	0	0	0	0	0	0	0	0	0
isogroup183928_Sym	0	0	0	0	0	0	0	0	0	0
isogroup18392_Ppor	0	0	2	0	0	0	0	0	0	0
isogroup18393_Ppor	0	0	0	0	0	0	0	0	0	0
isogroup18394_Ppor	22	50	2	2	1	0	0	3	3	5
isogroup183950_Sym	32	0	0	2	1	0	1	0	0	0
isogroup183956_Sym	0	0	0	0	0	0	0	0	0	0
isogroup183957_Sym	0	0	2	0	1	0	1	0	0	0
isogroup18395_Ppor	0	0	0	0	1	0	0	0	0	0
isogroup183961_Sym	0	0	0	0	0	0	0	0	0	0
isogroup183966_Sym	0	0	0	2	2	1	1	0	0	0
isogroup18396_Ppor	0	0	1	1	0	0	0	2	2	0
isogroup183976_Sym	0	1	0	1	1	2	2	0	0	0
isogroup18398_Ppor	6	0	0	0	0	0	1	4	7	2
isogroup183990_Sym	0	0	0	0	0	0	0	0	0	0
isogroup18399_Ppor	0	0	4	1	1	0	0	3	5	1
isogroup184004_Sym	0	0	0	3	1	2	0	0	0	0
isogroup18400_Ppor	0	0	8	2	0	0	0	1	1	3
isogroup184014_Sym	0	0	0	0	0	0	0	0	0	0
isogroup18401_Ppor	0	0	0	0	0	0	0	0	0	2
isogroup18402_Ppor	0	0	0	2	1	0	0	1	3	0
isogroup184035_Sym	0	0	0	5	1	0	2	0	0	0
isogroup184039_Sym	42	0	4	0	0	2	2	0	0	0
isogroup184041_Sym	26	0	0	2	2	8	9	0	0	0
isogroup18404_Ppor	0	0	0	0	0	0	0	0	7	0
isogroup184051_Sym	1	0	1	2	3	0	4	0	0	0
isogroup184052_Sym	0	0	0	0	0	0	0	0	0	0
isogroup18405_Ppor	0	0	0	0	0	0	0	0	0	0
isogroup184069_Sym	0	0	1	6	1	1	2	0	0	0
isogroup18406_Ppor	0	0	3	2	0	0	0	0	1	0
isogroup184072_Sym	0	0	0	2	0	1	5	0	0	0
isogroup18407_Ppor	28	24	40	20	12	0	3	21	109	15
isogroup184080_Sym	0	0	0	0	0	0	0	0	0	0
isogroup184088_Sym	0	0	0	0	0	0	0	0	0	0
isogroup18408_Ppor	0	0	0	0	0	0	0	0	0	0
isogroup184093_Sym	31	0	1	8	4	3	9	0	0	0
isogroup184094_Sym	8	0	8	0	0	0	0	0	0	0
isogroup18409_Ppor	35	1	44	25	16	0	2	26	60	14
isogroup18410_Ppor	0	0	0	2	0	0	0	0	0	0
isogroup184115_Sym	0	0	0	0	0	0	0	0	0	0
isogroup18411_Ppor	0	0	1	6	1	0	1	6	17	3
isogroup184121_Sym	0	0	0	1	0	0	0	0	0	0
isogroup18412_Ppor	0	0	0	0	0	0	0	0	1	0
isogroup184138_Sym	2	0	1	0	0	0	1	0	0	0
isogroup18413_Ppor	0	0	0	2	0	0	0	1	0	2
isogroup184143_Sym	45	0	1	0	1	4	7	0	0	0
isogroup184148_Sym	60	0	3	4	5	2	3	0	0	0
isogroup18414_Ppor	18	0	10	0	1	0	0	7	13	3
isogroup184158_Sym	0	0	0	0	0	0	0	0	0	0
isogroup184163_Sym	1	0	4	0	0	0	0	0	0	0
isogroup18417_Ppor	0	0	0	1	0	0	1	1	1	4
isogroup184182_Sym	0	0	0	0	0	0	2	0	0	0
isogroup184185_Sym	0	0	0	0	0	0	0	0	0	0
isogroup18418_Ppor	0	0	0	1	0	0	0	0	4	1
isogroup184190_Sym	0	0	0	0	0	0	0	0	0	0
isogroup184192_Sym	0	0	4	8	6	4	5	0	0	0
isogroup184193_Sym	0	0	8	7	4	1	5	0	0	0
isogroup184196_Sym	0	0	0	0	1	0	0	0	0	0
isogroup18419_Ppor	0	0	0	3	2	0	1	0	7	0
isogroup1841_Sym	0	0	0	0	0	0	0	0	0	0
isogroup184204_Sym	38	0	20	7	1	4	6	0	0	0
isogroup184205_Sym	0	0	0	0	0	0	2	0	0	0
isogroup184208_Sym	0	0	0	0	0	0	0	0	0	0
isogroup184214_Sym	0	0	0	0	0	0	0	0	0	0
isogroup184217_Sym	0	0	2	0	0	0	0	0	0	0
isogroup184218_Sym	0	0	0	0	0	0	0	0	0	0
isogroup184221_Sym	0	0	0	0	0	0	0	0	0	0
isogroup18422_Ppor	0	0	0	0	0	0	0	0	0	0
isogroup184239_Sym	0	0	0	0	5	0	1	0	0	0
isogroup18423_Ppor	0	0	3	0	5	0	0	2	1	0
isogroup184240_Sym	0	0	0	0	0	0	0	0	0	0
isogroup184241_Sym	0	0	0	0	1	0	0	2	2	0
isogroup184245_Sym	0	0	0	2	3	8	3	0	0	0
isogroup184249_Sym	0	0	0	1	2	0	0	0	0	0
isogroup18424_Ppor	1	0	3	1	0	0	0	1	6	0
isogroup18425_Ppor	1	0	3	4	1	0	0	4	4	0
isogroup184264_Sym	3	0	0	1	0	0	4	0	0	0
isogroup18426_Ppor	0	0	0	1	1	0	0	1	0	0
isogroup184272_Sym	117	0	7	11	11	3	10	0	0	0
isogroup18427_Ppor	0	0	0	22	3	0	1	9	39	3
isogroup18428_Ppor	0	0	0	0	0	0	0	0	0	0
isogroup184293_Sym	37	0	14	10	1	0	3	0	0	0
isogroup184294_Sym	0	0	0	0	0	0	1	0	0	0
isogroup18429_Ppor	0	0	6	6	0	0	0	4	4	0
isogroup184303_Sym	96	1	2	5	1	2	4	0	0	0
isogroup184305_Sym	84	0	8	5	1	2	5	0	0	0
isogroup18430_Ppor	8	0	0	1	0	0	0	4	5	6
isogroup18431_Ppor	0	0	1	6	1	0	1	3	5	2
isogroup18432_Ppor	59	28	113	70	35	0	15	54	192	49
isogroup18433_Ppor	0	0	5	0	0	0	0	0	1	0
isogroup184343_Sym	59	0	1	0	1	2	0	0	0	0
isogroup184349_Sym	0	0	1	3	0	1	0	0	0	0
isogroup18434_Ppor	0	0	6	7	4	0	1	9	12	4
isogroup184352_Sym	3	0	0	1	1	1	0	0	0	0
isogroup184356_Sym	0	0	0	0	0	0	0	0	0	0
isogroup184364_Sym	0	0	0	2	2	3	3	0	0	0
isogroup184368_Sym	28	0	3	7	1	3	4	0	0	0
isogroup184381_Sym	0	0	2	0	0	0	0	0	0	0
isogroup184388_Sym	35	0	10	23	20	28	16	0	0	0
isogroup18438_Sym	0	1	0	0	0	0	0	0	0	0
isogroup18439_Ppor	0	0	2	0	1	0	1	0	0	1
isogroup184402_Sym	0	27	15	20	5	9	9	0	0	0
isogroup184404_Sym	0	0	0	0	0	3	0	0	0	0
isogroup18440_Ppor	0	0	0	0	1	0	0	2	4	1
isogroup184411_Sym	380	1	62	21	13	3	19	0	0	0
isogroup184414_Sym	0	0	0	0	0	0	0	0	0	0
isogroup184415_Sym	188	0	16	1	3	4	1	0	0	0
isogroup184416_Sym	0	0	3	5	4	1	6	0	0	0
isogroup184422_Sym	0	0	0	0	0	0	0	0	0	0
isogroup184428_Sym	0	0	0	0	0	0	0	0	0	0
isogroup18442_Ppor	0	0	3	1	1	0	2	3	5	2
isogroup184440_Sym	0	0	8	3	1	0	1	0	0	0
isogroup184442_Sym	4	0	2	6	2	12	20	0	0	0
isogroup184448_Sym	0	0	0	0	0	0	0	0	0	0
isogroup18444_Ppor	0	0	10	2	0	0	0	5	4	0
isogroup184454_Sym	96	0	7	9	4	8	11	0	0	0
isogroup184456_Sym	5	0	9	17	2	11	5	0	0	0
isogroup184458_Sym	6	0	4	3	1	0	4	0	0	0
isogroup184459_Sym	0	0	0	6	0	1	6	0	0	0
isogroup184463_Sym	77	1	0	2	4	0	6	0	0	0
isogroup18446_Ppor	0	0	0	0	0	0	0	0	2	0
isogroup184470_Sym	47	0	5	4	1	0	0	0	0	0
isogroup18447_Ppor	77	0	11	6	1	0	0	2	9	1
isogroup184481_Sym	5	0	2	4	1	5	3	0	2	0
isogroup184494_Sym	0	0	0	0	0	0	0	0	0	0
isogroup184496_Sym	29	0	0	6	1	0	1	0	0	0
isogroup184499_Sym	16	0	3	0	1	0	2	0	0	0
isogroup18449_Ppor	0	0	10	4	1	0	0	7	9	4
isogroup184502_Sym	0	0	0	0	0	0	0	0	0	0
isogroup184508_Sym	0	0	1	0	0	0	0	0	0	0
isogroup184516_Sym	0	0	0	0	0	0	0	0	0	0
isogroup18451_Ppor	0	0	3	0	0	0	0	1	3	3
isogroup184528_Sym	0	0	0	0	0	0	0	0	0	0
isogroup18452_Ppor	2	0	5	0	0	0	1	1	7	2
isogroup184538_Sym	0	0	0	0	0	2	0	0	0	0
isogroup184549_Sym	196	1	8	10	4	7	17	0	0	0
isogroup184554_Sym	0	0	0	0	0	0	0	0	0	0
isogroup18455_Ppor	0	0	12	9	1	0	0	1	9	4
isogroup184561_Sym	0	0	0	0	0	0	0	0	0	0
isogroup18457_Ppor	0	0	0	2	1	0	0	0	1	3
isogroup184586_Sym	0	0	0	0	0	0	0	0	0	0
isogroup184588_Sym	12	0	9	15	6	5	9	0	0	0
isogroup18458_Ppor	0	0	0	2	0	0	0	0	2	1
isogroup184592_Sym	51	1	6	4	0	2	4	0	0	0
isogroup184598_Sym	0	0	0	0	0	0	0	0	0	0
isogroup18459_Ppor	0	0	6	1	0	0	0	1	0	0
isogroup184602_Sym	0	0	0	0	0	0	0	0	0	0
isogroup184604_Sym	0	0	6	5	9	9	8	0	0	0
isogroup18460_Ppor	0	0	9	7	0	0	0	6	10	5
isogroup184613_Sym	38	0	2	6	6	7	8	0	0	0
isogroup184615_Sym	0	0	20	3	6	3	4	0	0	0
isogroup184616_Sym	0	0	0	0	3	0	1	0	0	0
isogroup184618_Sym	0	0	0	0	0	0	0	0	0	0
isogroup18461_Ppor	0	0	4	0	0	0	0	0	1	0
isogroup184630_Sym	0	0	0	0	0	0	0	0	0	0
isogroup18463_Ppor	0	0	1	0	1	0	0	0	1	1
isogroup184641_Sym	0	0	0	0	0	0	0	0	0	0
isogroup18464_Ppor	0	0	13	2	1	0	0	3	8	5
isogroup18465_Ppor	0	0	8	2	2	0	0	2	9	0
isogroup184662_Sym	0	0	0	0	1	0	1	0	0	0
isogroup184663_Sym	27	0	13	3	3	14	6	0	0	0
isogroup184664_Sym	0	0	0	0	0	0	0	0	0	0
isogroup184665_Sym	20	0	0	1	0	0	0	0	0	0
isogroup184668_Sym	0	0	0	0	0	0	1	0	0	0
